Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Straße;PLZ;Ort;Postadresse / Straße;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gründungsdatum;LEI
Hauptanstalt;265047;32447;KI;Raiffeisen;75316i;Raiffeisenbank Traisen-Gölsental eGen;Babenbergerstraße 5;3180;Lilienfeld;;3180;Lilienfeld;12;Niederösterreich;02762/52390;;info.32447@rbtg.at;RLNWATWWLFD;www.rbtg.at;11.12.1888;529900QBRRD2OSTO1J36
;262803;32455;;Raiffeisen;77781i;Raiffeisenbank Region Schallaburg eGen;Linzer Straße 6;3382;Loosdorf/ Bez. Melk;Linzer Straße 6;3382;Loosdorf;;Niederösterreich;502477;;info.32477@rbrs.at;RLNWATW1477;www.rbrs.at;02.11.1892;5299000DNBTCYOMV1W76
Hauptanstalt;262803;32477;KI;Raiffeisen;77781i;Raiffeisenbank Region Schallaburg eGen;Linzer Straße 6;3382;Loosdorf/ Bez. Melk;Linzer Straße 6;3382;Loosdorf;;Niederösterreich;502477;;info.32477@rbrs.at;RLNWATW1477;www.rbrs.at;02.11.1892;5299000DNBTCYOMV1W76
;265519;32497;;Raiffeisen;75182m;Raiffeisenbank Tulln eGen;Bahnhofstraße 9;3430;Tulln;;;;;Niederösterreich;02272/62528;;info.32880@rbtulln.at;RLNWATW1880;www.rbtulln.at;01.01.1967;52990017AXISC0US4773
Hauptanstalt;244708;32501;KI;Raiffeisen;54744g;Raiffeisenbank im Weinviertel eGen;Hauptpl. 37;2130;Mistelbach;;;;;Niederösterreich;02572/3375;;info.32501@rb-imweinviertel.at;RLNWATWWMIB;www.rb-imweinviertel.at;01.05.1892;5299006CGNTOG0DLV470
Hauptanstalt;263125;32551;KI;Raiffeisen;54101k;Raiffeisenkasse Neusiedl a.d.Zaya eGen;Hauptpl. 3;2183;Neusiedl an der Zaya;;;;;Niederösterreich;02533/894200;;info.32551@raika-neusiedl.at;RLNWATWWNSD;www.raika-neusiedl.at;13.07.1888;529900EWO973VIBUH148
Hauptanstalt;264849;32585;KI;Raiffeisen;74508x;Raiffeisenbank Region St. Pölten eGen;Kremser Landstraße 18;3100;St. Pölten;;3100;St. Pölten;11;Niederösterreich;595005;;info@rbstp.at;RLNWATWWOBG;www.rbstp.at;26.02.1875;529900YKWSR6JLGDW672
Hauptanstalt;259888;32589;KI;Raiffeisen;45757s;Raiffeisenbank Gross Gerungs eGen;Hauptplatz 47;3920;Groß Gerungs;;;;;Niederösterreich;02812/8284;;info.32589@rb-32589.raiffeisen.at;RLNWATW1589;https://www.raiffeisen.at/noew/grossgerungs/de/meine-bank/bankstellen/gross-gerungs.html;12.03.1900;529900YQLHW3085F3J71
Hauptanstalt;263206;32614;KI;Raiffeisen;95604w;Raiffeisenkasse Orth a.d. Donau eGen;Am Markt 21;2304;Orth/Donau;;;;;Niederösterreich;02212/2381;;info@raikaorth.at;RLNWATWWODO;www.raikaorth.at;29.06.1894;529900WA7GAUPFZW3G52
;266230;32615;;Raiffeisen;49470a;Raiffeisenbank Region Waldviertel Mitte eGen;Landstraße 23, Postfach 10;3910;Zwettl;;3910;Zwettl/NÖ;10;Niederösterreich;02822/53105;;info.32990@rbw4.at;RLNWATWWZWE;www.rbw4.at;05.04.1971;5299008NEDOORP72F645
;258784;32631;;Raiffeisen;109814t;Raiffeisenbank Region Wiener Alpen eGen;Bahnstraße 3;2870;Aspang;Bahnstraße 3;2870;Aspang-Markt;;Niederösterreich;502195;;info.32195@raiffeisenmail.com;RLNWATWWASP;www.raiffeisen.at/regionwieneralpen;03.12.1895;529900RFVP5GLLQOIN21
;260614;32633;;Raiffeisen;99100k;Raiffeisen Regionalbank Mödling eGen;Hauptstraße 27-29;2340;Mödling;;2340;Mödling;78;Niederösterreich;059400-0;;office@rrb-moedling.at;RLNWATWWGTD;www.rrb-moedling.at;20.11.1898;529900CDXQSKWSVDVH81
;265705;32642;;Raiffeisen;107016b;Raiffeisenbank Wr. Neustadt-Schneebergland eGen;Luchspergergasse 2 - 4;2700;Wiener Neustadt;;;;;Niederösterreich;+43 5 70170;;info.32937@rbwnsbl.at;RLNWATWWWRN;www.rbwnsbl.at;31.05.1906;529900PYOALDPA9SZA21
;258784;32647;;Raiffeisen;109814t;Raiffeisenbank Region Wiener Alpen eGen;Bahnstraße 3;2870;Aspang;Bahnstraße 3;2870;Aspang-Markt;;Niederösterreich;502195;;info.32195@raiffeisenmail.com;RLNWATWWASP;www.raiffeisen.at/regionwieneralpen;03.12.1895;529900RFVP5GLLQOIN21
;265713;32651;;Raiffeisen;79054g;Raiffeisenbank Mittleres Mostviertel eGen;Scheibbser Straße 4;3250;Wieselburg;;;;;Niederösterreich;05/7416;;office@rbmm.at;RLNWATWW939;www.rbmm.at;14.02.1892;529900Y3Z5A9HLAUEP44
;258784;32660;;Raiffeisen;109814t;Raiffeisenbank Region Wiener Alpen eGen;Bahnstraße 3;2870;Aspang;Bahnstraße 3;2870;Aspang-Markt;;Niederösterreich;502195;;info.32195@raiffeisenmail.com;RLNWATWWASP;www.raiffeisen.at/regionwieneralpen;03.12.1895;529900RFVP5GLLQOIN21
;244708;32663;;Raiffeisen;54744g;Raiffeisenbank im Weinviertel eGen;Hauptpl. 37;2130;Mistelbach;;;;;Niederösterreich;02572/3375;;info.32501@rb-imweinviertel.at;RLNWATWWMIB;www.rb-imweinviertel.at;01.05.1892;5299006CGNTOG0DLV470
Hauptanstalt;247308;32667;KI;Raiffeisen;99135m;Raiffeisenbank Wienerwald eGen;Hauptstr. 62;3021;Pressbaum;;;;;Niederösterreich;50515;;info@rbwienerwald.at;RLNWATWWPRB;www.rbwienerwald.at;17.03.1898;529900UY9ALV06KXQA86
;262803;32679;;Raiffeisen;77781i;Raiffeisenbank Region Schallaburg eGen;Linzer Straße 6;3382;Loosdorf/ Bez. Melk;Linzer Straße 6;3382;Loosdorf;;Niederösterreich;502477;;info.32477@rbrs.at;RLNWATW1477;www.rbrs.at;02.11.1892;5299000DNBTCYOMV1W76
Hauptanstalt;264440;32715;KI;Raiffeisen;55954k;Raiffeisenkasse Retz-Pulkautal eGen;Hauptplatz 33;2070;Retz;;;;;Niederösterreich;02942/2992;;info.32715@rb-32715.raiffeisen.at;RLNWATW1715;www.raiffeisen.at/retz;28.07.1896;5299003KMEKIYNEIJN24
;262706;32731;;Raiffeisen;53300h;Raiffeisenbank Kreuzenstein eGen;Stockerauerstr. 8-10;2100;Leobendorf;;;;;Niederösterreich;02262/66431;;info.32438@rbkreuzenstein.at;RLNWATW1438;www.kreuzenstein.meineraika.at;27.04.1895;529900YHY8PTX0T5N627
;264849;32769;;Raiffeisen;74508x;Raiffeisenbank Region St. Pölten eGen;Kremser Landstraße 18;3100;St. Pölten;;3100;St. Pölten;11;Niederösterreich;595005;;info@rbstp.at;RLNWATWWOBG;www.rbstp.at;26.02.1875;529900YKWSR6JLGDW672
;258377;32778;;Raiffeisen;76982i;Raiffeisenbank Region Amstetten eGen;Raiffeisenplatz 1;3300;Amstetten;;3300;Amstetten;1;Niederösterreich;57212;;info.32025@rbam.at;RLNWATWWAMS;www.raiffeisen.at/amstetten;01.01.1934;529900OCFXUE12L42K23
;258377;32789;;Raiffeisen;76982i;Raiffeisenbank Region Amstetten eGen;Raiffeisenplatz 1;3300;Amstetten;;3300;Amstetten;1;Niederösterreich;57212;;info.32025@rbam.at;RLNWATWWAMS;www.raiffeisen.at/amstetten;01.01.1934;529900OCFXUE12L42K23
Hauptanstalt;265241;32823;KI;Raiffeisen;94171m;Raiffeisenbank Region Schwechat eGen;Bruck-Hainburger Str. 5;2320;Schwechat;;;;;Niederösterreich;01/70130;;info.32823@rbschwechat.at;RLNWATWW823;www.rbschwechat.at;01.01.1928;529900N9DET1J9AK9J78
Hauptanstalt;265322;32842;KI;Raiffeisen;51847x;Raiffeisenbank Stockerau eGen;Rathausplatz 2;2000;Stockerau;;2000;Stockerau;2;Niederösterreich;02266/62501;;info.32842@rbst.at;RLNWATWWSTO;www.Stockerau.MeineRaika.at;29.03.1958;52990025Y7T5V0W00H04
;265705;32865;;Raiffeisen;107016b;Raiffeisenbank Wr. Neustadt-Schneebergland eGen;Luchspergergasse 2 - 4;2700;Wiener Neustadt;;;;;Niederösterreich;+43 5 70170;;info.32937@rbwnsbl.at;RLNWATWWWRN;www.rbwnsbl.at;31.05.1906;529900PYOALDPA9SZA21
Hauptanstalt;265519;32880;KI;Raiffeisen;75182m;Raiffeisenbank Tulln eGen;Bahnhofstraße 9;3430;Tulln;;;;;Niederösterreich;02272/62528;;info.32880@rbtulln.at;RLNWATW1880;www.rbtulln.at;01.01.1967;52990017AXISC0US4773
Hauptanstalt;265527;32901;KI;Raiffeisen;35645w;Raiffeisenbank Vitis eGen;Hauptplatz 30;3902;Vitis;;;;;Niederösterreich;02841/8203;;info.32901@rb-32901.raiffeisen.at;RLNWATW1901;www.noe.raiffeisen.at/32901;23.07.1893;529900ZIRPCT06LI2591
Hauptanstalt;265535;32904;KI;Raiffeisen;35619g;Raiffeisenbank im Thayatal eGen;Raiffeisenpromenade 1;3830;Waidhofen an der Thaya;;;;;Niederösterreich;02842/506;;info.32904@rbtt.at;RLNWATWWWTH;www.rbtt.at;06.06.1893;529900Q2R5PBFJM74T48
Hauptanstalt;265543;32906;KI;Raiffeisen;78842w;Raiffeisenbank Ybbstal eGen;Oberer Stadtplatz 22;3340;Waidhofen an der Ybbs;;;;;Niederösterreich;05/1772;;office@rby.at;RLNWATWWWHY;www.rby.at;08.01.1898;529900BW63FASOB0IV66
;258865;32930;;Raiffeisen;109921z;Raiffeisenbank Region Baden eGen;Raiffeisenplatz 1;2500;Baden bei Wien;;2500;Baden/Wien;55;Niederösterreich;502045;;info.32045@rbbaden.at;RLNWATWWBAD;www.rbbaden.at;21.01.1960;529900V3U02PY23N1L13
;265160;32936;;Raiffeisen;44605x;Raiffeisenbank Oberes Waldviertel eGen;Hauptplatz 22;3943;Schrems;;;;;Niederösterreich;02853/70090000;;info.32415@rbow.at;RLNWATWWOWS;www.rbow.at;10.09.1893;5299009C948WQ740IL34
Hauptanstalt;265705;32937;KI;Raiffeisen;107016b;Raiffeisenbank Wr. Neustadt-Schneebergland eGen;Luchspergergasse 2 - 4;2700;Wiener Neustadt;;;;;Niederösterreich;+43 5 70170;;info.32937@rbwnsbl.at;RLNWATWWWRN;www.rbwnsbl.at;31.05.1906;529900PYOALDPA9SZA21
Hauptanstalt;265713;32939;KI;Raiffeisen;79054g;Raiffeisenbank Mittleres Mostviertel eGen;Scheibbser Straße 4;3250;Wieselburg;;;;;Niederösterreich;05/7416;;office@rbmm.at;RLNWATWW939;www.rbmm.at;14.02.1892;529900Y3Z5A9HLAUEP44
;265705;32940;;Raiffeisen;107016b;Raiffeisenbank Wr. Neustadt-Schneebergland eGen;Luchspergergasse 2 - 4;2700;Wiener Neustadt;;;;;Niederösterreich;+43 5 70170;;info.32937@rbwnsbl.at;RLNWATWWWRN;www.rbwnsbl.at;31.05.1906;529900PYOALDPA9SZA21
;265047;32944;;Raiffeisen;75316i;Raiffeisenbank Traisen-Gölsental eGen;Babenbergerstraße 5;3180;Lilienfeld;;3180;Lilienfeld;12;Niederösterreich;02762/52390;;info.32447@rbtg.at;RLNWATWWLFD;www.rbtg.at;11.12.1888;529900QBRRD2OSTO1J36
Hauptanstalt;265861;32951;KI;Raiffeisen;57838g;Raiffeisenbank Wolkersdorf - Auersthal eGen;Hauptstr. 5;2120;Wolkersdorf;Hauptstraße 5;2120;Wolkersdorf;;Niederösterreich;02245/3591;;info.32951@rb-32951.raiffeisen.at;RLNWATWWWDF;www.raiffeisen.at/wolkersdorf;06.04.1956;529900ELZ6BTRTP6ID16
;261181;32982;;Raiffeisen;57796w;Raiffeisenbank Hollabrunn eGen;Raiffeisenplatz 1;2020;Hollabrunn;;;;;Niederösterreich;02952/2822;;info.32322@rbhl.at;RLNWATW1322;www.rbhl.at;25.03.1962;529900IJ7KCTOTCIET29
Hauptanstalt;266140;32985;KI;Raiffeisen;55056s;Raiffeisenbank Weinviertel Nordost eGen;Hauptstr. 39;2225;Zistersdorf;Hauptstrasse 39;2225;Zistersdorf;;Niederösterreich;02532/2363;;info.32985@rbwno.at;RLNWATWWZDF;www.rbwno.at;07.10.1894;529900W1A4T0O6Z1NS59
Hauptanstalt;266230;32990;KI;Raiffeisen;49470a;Raiffeisenbank Region Waldviertel Mitte eGen;Landstraße 23, Postfach 10;3910;Zwettl;;3910;Zwettl/NÖ;10;Niederösterreich;02822/53105;;info.32990@rbw4.at;RLNWATWWZWE;www.rbw4.at;05.04.1971;5299008NEDOORP72F645
Hauptanstalt;106046;33000;KI;Raiffeisen;121834v;Raiffeisenlandesbank Burgenland und Revisionsverband eGen;Friedrich Wilhelm Raiffeisen-Straße 1;7000;Eisenstadt;;7001;Eisenstadt;96;Burgenland;02682/691;;info.rlbb@raiffeisen-burgenland.at;RLBBAT2EXXX;www.raiffeisen.at/bgld/rlb-bgld;09.06.1928;529900VUMWR5RIA1I644
;257613;33002;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
;257613;33004;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
Hauptanstalt;257052;33010;KI;Raiffeisen;124705s;Raiffeisenbank Region Deutschkreutz-Horitschon eGen;Hauptstraße 49;7301;Deutschkreutz;;;;;Burgenland;02613/80244;;info.33010@raiffeisen-burgenland.at;RLBBAT2E010;www.raiffeisen.at/deutschkreutzhoritschon;05.06.1923;529900ZPKTLPXOZIRG88
Hauptanstalt;257079;33012;KI;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-Hügelland eGen;Hauptstraße 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-hügelland.at;01.03.1926;529900O1U4B6CE4BZD76
Hauptanstalt;257087;33014;KI;Raiffeisen;124934b;Raiffeisenbank Draßmarkt-Kobersdorf-St. Martin eGen;Hauptstraße 29;7372;Draßmarkt;;7372;Draßmarkt;1;Burgenland;02617/2251;;info.33014@raiffeisen-burgenland.at;RLBBAT2E014;www.raiffeisen.at/drassmarkt;14.03.1924;529900BKH5J6E9QK3O80
Hauptanstalt;257125;33027;KI;Raiffeisen;122891y;Raiffeisen Regionalbank Güssing-Jennersdorf eGen;Hauptstraße 3;7540;Güssing;;7540;Güssing;21;Burgenland;05/7540;;info.33027@raiffeisen-burgenland.at;RLBBAT2E027;www.raiffeisen.at/guessing;01.01.1923;529900XW859RR8KRJQ73
;257613;33028;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
;257052;33031;;Raiffeisen;124705s;Raiffeisenbank Region Deutschkreutz-Horitschon eGen;Hauptstraße 49;7301;Deutschkreutz;;;;;Burgenland;02613/80244;;info.33010@raiffeisen-burgenland.at;RLBBAT2E010;www.raiffeisen.at/deutschkreutzhoritschon;05.06.1923;529900ZPKTLPXOZIRG88
;257613;33033;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
;257125;33034;;Raiffeisen;122891y;Raiffeisen Regionalbank Güssing-Jennersdorf eGen;Hauptstraße 3;7540;Güssing;;7540;Güssing;21;Burgenland;05/7540;;info.33027@raiffeisen-burgenland.at;RLBBAT2E027;www.raiffeisen.at/guessing;01.01.1923;529900XW859RR8KRJQ73
;106046;33035;;Raiffeisen;121834v;Raiffeisenlandesbank Burgenland und Revisionsverband eGen;Friedrich Wilhelm Raiffeisen-Straße 1;7000;Eisenstadt;;7001;Eisenstadt;96;Burgenland;02682/691;;info.rlbb@raiffeisen-burgenland.at;RLBBAT2EXXX;www.raiffeisen.at/bgld/rlb-bgld;09.06.1928;529900VUMWR5RIA1I644
Hauptanstalt;257613;33038;KI;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
;257125;33041;;Raiffeisen;122891y;Raiffeisen Regionalbank Güssing-Jennersdorf eGen;Hauptstraße 3;7540;Güssing;;7540;Güssing;21;Burgenland;05/7540;;info.33027@raiffeisen-burgenland.at;RLBBAT2E027;www.raiffeisen.at/guessing;01.01.1923;529900XW859RR8KRJQ73
;243078;33046;;Raiffeisen;124617k;Raiffeisenbank Burgenland Mitte eGen;Hauptstraße 34;7350;Oberpullendorf;;;;;Burgenland;05 0753;;info.33065@rbbm.at;RLBBAT2E065;www.raiffeisen.at/burgenland-mitte;14.08.1928;529900ZLDHV67QISV317
;257052;33048;;Raiffeisen;124705s;Raiffeisenbank Region Deutschkreutz-Horitschon eGen;Hauptstraße 49;7301;Deutschkreutz;;;;;Burgenland;02613/80244;;info.33010@raiffeisen-burgenland.at;RLBBAT2E010;www.raiffeisen.at/deutschkreutzhoritschon;05.06.1923;529900ZPKTLPXOZIRG88
;259128;33054;;Raiffeisen;126036y;Raiffeisenbank Frauenkirchen-Mönchhof-Podersdorf am See eGen;Amtshausgasse 2;7132;Frauenkirchen;;7132;Frauenkirchen;16;Burgenland;02172/2278;;info@rb33116.at;RLBBAT2E116;https://www.raiffeisen.at/bgld/frauenkirchen-moenchhof-podersdorf;10.04.1956;52990025MUV1CHF0Y448
;257079;33055;;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-Hügelland eGen;Hauptstraße 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-hügelland.at;01.03.1926;529900O1U4B6CE4BZD76
;257052;33058;;Raiffeisen;124705s;Raiffeisenbank Region Deutschkreutz-Horitschon eGen;Hauptstraße 49;7301;Deutschkreutz;;;;;Burgenland;02613/80244;;info.33010@raiffeisen-burgenland.at;RLBBAT2E010;www.raiffeisen.at/deutschkreutzhoritschon;05.06.1923;529900ZPKTLPXOZIRG88
;257613;33063;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
Hauptanstalt;243078;33065;KI;Raiffeisen;124617k;Raiffeisenbank Burgenland Mitte eGen;Hauptstraße 34;7350;Oberpullendorf;;;;;Burgenland;05 0753;;info.33065@rbbm.at;RLBBAT2E065;www.raiffeisen.at/burgenland-mitte;14.08.1928;529900ZLDHV67QISV317
;259284;33067;;Raiffeisen;126950t;Raiffeisenbezirksbank Oberwart eGen;Wiener Straße 5;7400;Oberwart;;;;;Burgenland;03352/32582;;info.33125@raiffeisen-burgenland.at;RLBBAT2E125;www.raiffeisen-oberwart.at;28.10.1961;529900UFR4VRQYMN1D26
;257613;33071;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
Hauptanstalt;258458;33072;KI;Raiffeisen;126664x;Raiffeisenbank Region Parndorf eGen;Hauptstraße 63;7111;Parndorf;Hauptstraße 63;7111;Parndorf;;Burgenland;02166/2251;;info.33072@raiffeisen-burgenland.at;RLBBAT2E072;www.raiffeisen.at/parndorf;11.05.1924;529900EWQDZH4T7BC218
;259128;33074;;Raiffeisen;126036y;Raiffeisenbank Frauenkirchen-Mönchhof-Podersdorf am See eGen;Amtshausgasse 2;7132;Frauenkirchen;;7132;Frauenkirchen;16;Burgenland;02172/2278;;info@rb33116.at;RLBBAT2E116;https://www.raiffeisen.at/bgld/frauenkirchen-moenchhof-podersdorf;10.04.1956;52990025MUV1CHF0Y448
Hauptanstalt;258598;33078;KI;Raiffeisen;124715f;Raiffeisenbank Purbach eGen;Hauptgasse 19;7083;Purbach am Neusiedlersee;;;;;Burgenland;02683/7036;;info.33078@raiffeisen-burgenland.at;RLBBAT2E078;www.raiffeisen.at/purbach;30.06.1927;5299007BZWKYYR5NCU63
;257079;33085;;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-Hügelland eGen;Hauptstraße 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-hügelland.at;01.03.1926;529900O1U4B6CE4BZD76
;257613;33090;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
;257079;33092;;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-Hügelland eGen;Hauptstraße 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-hügelland.at;01.03.1926;529900O1U4B6CE4BZD76
;257613;33104;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
Hauptanstalt;258938;33106;KI;Raiffeisen;124436w;Raiffeisenbank Weiden am See eGen;Schulzeile 1;7121;Weiden am See;;;;;Burgenland;02167/7337;;info.33106@rb-33106.raiffeisen.at;RLBBAT2E106;https://www.raiffeisen.at/bgld/weiden-see/de/meine-bank/bankstellen/weiden-am-see.html;21.08.1927;5299003F0KXEBAVHJB35
;257613;33114;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
Hauptanstalt;259128;33116;KI;Raiffeisen;126036y;Raiffeisenbank Frauenkirchen-Mönchhof-Podersdorf am See eGen;Amtshausgasse 2;7132;Frauenkirchen;;7132;Frauenkirchen;16;Burgenland;02172/2278;;info@rb33116.at;RLBBAT2E116;https://www.raiffeisen.at/bgld/frauenkirchen-moenchhof-podersdorf;10.04.1956;52990025MUV1CHF0Y448
;257613;33118;;Raiffeisen;124790s;Raiffeisen Bezirksbank Neusiedl Ost eGen;Untere Hauptstraße 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;;bk-33038-mw@raiffeisen-burgenland.at;RLBBAT2E038;www.raiffeisen.at/neusiedl-ost;01.01.1929;529900R8A17HZU8IB793
;243078;33124;;Raiffeisen;124617k;Raiffeisenbank Burgenland Mitte eGen;Hauptstraße 34;7350;Oberpullendorf;;;;;Burgenland;05 0753;;info.33065@rbbm.at;RLBBAT2E065;www.raiffeisen.at/burgenland-mitte;14.08.1928;529900ZLDHV67QISV317
Hauptanstalt;259284;33125;KI;Raiffeisen;126950t;Raiffeisenbezirksbank Oberwart eGen;Wiener Straße 5;7400;Oberwart;;;;;Burgenland;03352/32582;;info.33125@raiffeisen-burgenland.at;RLBBAT2E125;www.raiffeisen-oberwart.at;28.10.1961;529900UFR4VRQYMN1D26
;106046;33135;;Raiffeisen;121834v;Raiffeisenlandesbank Burgenland und Revisionsverband eGen;Friedrich Wilhelm Raiffeisen-Straße 1;7000;Eisenstadt;;7001;Eisenstadt;96;Burgenland;02682/691;;info.rlbb@raiffeisen-burgenland.at;RLBBAT2EXXX;www.raiffeisen.at/bgld/rlb-bgld;09.06.1928;529900VUMWR5RIA1I644
Hauptanstalt;30937;34000;KI;Raiffeisen;247579m;Raiffeisenlandesbank Oberösterreich Aktiengesellschaft;Europaplatz 1a;4020;Linz;;;;;Oberösterreich;0732/6596;;internet@rlbooe.at;RZOOAT2LXXX;www.rlbooe.at;31.03.2004;I6SS27Q1Q3385V753S50
Hauptanstalt;259985;34016;KI;Raiffeisen;110403h;Raiffeisenbank Aspach-Wildenau eGen;Marktplatz 3;5252;Aspach im Innkreis;;;;;Oberösterreich;07755/7320;;rb-aspach@raiffeisen-ooe.at;RZOOAT2L016;www.raiffeisen-ooe.at/aspach-wildenau;18.02.1902;529900CH2SLJSZMJ0661
Hauptanstalt;261394;34030;KI;Raiffeisen;111229y;Raiffeisenbank Region Altheim eGen;Braunauer Straße 22;4950;Altheim;;;;;Oberösterreich;07723/42319;;rb-altheim@raiffeisen-ooe.at;RZOOAT2L030;www.raiffeisen-ooe.at/region-altheim;18.01.1893;529900C8IAWZ6WEV8M89
Hauptanstalt;266965;34060;KI;Raiffeisen;110979f;Raiffeisenbank Region Braunau eGen;Salzburger Straße 4;5280;Braunau am Inn;;;;;Oberösterreich;07722/82228;;rb-region-braunau@raiffeisen-ooe.at;RZOOAT2L060;www.raiffeisen-ooe.at/region-braunau;27.04.1958;529900ONK58CVJYL2G05
Hauptanstalt;260584;34068;KI;Raiffeisen;77454d;Raiffeisenbank Grein eGen;Hauptstr. 25;4360;Grein;;;;;Oberösterreich;07268/510;;rb-grein@raiffeisen-ooe.at;RZOOAT2L068;www.raiffeisen-grein.at;25.04.1900;52990071PNK8TE25EM38
Hauptanstalt;265250;34075;KI;Raiffeisen;75377z;Raiffeisenbank Donau-Ameisberg eGen;Marktplatz 10;4152;Sarleinsbach;;;;;Oberösterreich;07283/8295;;rb-donau-ameisberg@raiffeisen-ooe.at;RZOOAT2L075;www.raiffeisen-ooe.at/donau-ameisberg;18.08.1889;529900S6MFG60PNF4258
Hauptanstalt;263966;34080;KI;Raiffeisen;121230f;Raiffeisenbank Ennstal eGen;Kirchenplatz 11;4452;Ternberg;;;;;Oberösterreich;07256/8842;;office@rb-ennstal.at;RZOOAT2L080;www.rb-ennstal.at;28.07.1920;529900VD28IW1IHAKM38
Hauptanstalt;260622;34081;KI;Raiffeisen;110648v;Raiffeisenbank Eberschwang-Pramet eGen;Eberschwang 116;4906;Eberschwang;;;;;Oberösterreich;07753/2213;;office@raiffeisen-eberschwang-pramet.at;RZOOAT2L081;www.raiffeisen-eberschwang-pramet.at;03.12.1929;529900AUJCEJQ71UCR09
